order,kr_filename,kr_url,bytes,role,has_korean_text,kr_text_content,en_filename,en_alt_text,en_text_content,action
1,thum_T90_Aquatex___00_2b7d948f-12bf-42ea-b283-2d49b5cb5944.jpg,https://cdn.shopify.com/s/files/1/0865/4408/9378/files/thum_T90_Aquatex___00_2b7d948f-12bf-42ea-b283-2d49b5cb5944.jpg,61612,gallery,no,,sidiz-t90-ergonomic-office-chair-aquatex-fabric-detail.jpg,Close-up of the Aquatex fabric upholstery on the SIDIZ T90,,keep
2,thum_T90_Aquatex___00_f6b75624-997a-47b3-8886-041923a59d2c.jpg,https://cdn.shopify.com/s/files/1/0865/4408/9378/files/thum_T90_Aquatex___00_f6b75624-997a-47b3-8886-041923a59d2c.jpg,61137,gallery,no,,sidiz-t90-ergonomic-office-chair-aquatex-fabric-detail-2.jpg,Close-up of the Aquatex fabric upholstery on the SIDIZ T90,,keep
3,thum_T90_L734AC__00_1b493144-0e67-4f8a-84cc-506276b38efb.jpg,https://cdn.shopify.com/s/files/1/0865/4408/9378/files/thum_T90_L734AC__00_1b493144-0e67-4f8a-84cc-506276b38efb.jpg,61163,gallery,no,,sidiz-t90-ergonomic-office-chair-natural-leather-limited-palette-deep-navy-01.jpg,"SIDIZ T90 ergonomic office chair in Natural Leather Limited Palette, deep navy — front view",,keep
4,thum_T90_L734CR__00_f3f9e771-ed94-482a-90e6-6e0007dd5ef5.jpg,https://cdn.shopify.com/s/files/1/0865/4408/9378/files/thum_T90_L734CR__00_f3f9e771-ed94-482a-90e6-6e0007dd5ef5.jpg,65447,gallery,no,,sidiz-t90-ergonomic-office-chair-natural-leather-limited-palette-teal-blue-01.jpg,"SIDIZ T90 ergonomic office chair in Natural Leather Limited Palette, teal blue — front view",,keep
5,thum_T90_L735LC__00_59a2f4a2-6bb9-40f9-a9de-ba6299fc0cc6.jpg,https://cdn.shopify.com/s/files/1/0865/4408/9378/files/thum_T90_L735LC__00_59a2f4a2-6bb9-40f9-a9de-ba6299fc0cc6.jpg,70181,gallery,no,,sidiz-t90-ergonomic-office-chair-natural-leather-limited-palette-daisy-yellow-01.jpg,"SIDIZ T90 ergonomic office chair in Natural Leather Limited Palette, daisy yellow — front view",,keep
6,thum_T90_L738AC__00_f839fc12-fdfa-4a8e-af6d-3c0200b2b0eb.jpg,https://cdn.shopify.com/s/files/1/0865/4408/9378/files/thum_T90_L738AC__00_f839fc12-fdfa-4a8e-af6d-3c0200b2b0eb.jpg,72280,gallery,no,,sidiz-t90-ergonomic-office-chair-natural-leather-limited-palette-dry-rose-01.jpg,"SIDIZ T90 ergonomic office chair in Natural Leather Limited Palette, dry rose — front view",,keep
7,thum_T90_L744AC__00_7f95ccdf-7f0d-4f50-868f-90c8ce9858f3.jpg,https://cdn.shopify.com/s/files/1/0865/4408/9378/files/thum_T90_L744AC__00_7f95ccdf-7f0d-4f50-868f-90c8ce9858f3.jpg,67960,gallery,no,,sidiz-t90-ergonomic-office-chair-natural-leather-limited-palette-greyish-mint-01.jpg,"SIDIZ T90 ergonomic office chair in Natural Leather Limited Palette, greyish mint — front view",,keep
8,thum_T90_T90HLDA1KK_4B1LMN_00_5fa353f4-3398-4a37-843a-a67954b9025e.jpg,https://cdn.shopify.com/s/files/1/0865/4408/9378/files/thum_T90_T90HLDA1KK_4B1LMN_00_5fa353f4-3398-4a37-843a-a67954b9025e.jpg,149925,gallery,no,,sidiz-t90-ergonomic-office-chair-double-raschel-mesh-grey-01.jpg,"SIDIZ T90 ergonomic office chair in Double Raschel mesh, grey — front view",,keep
9,thum_T90_T90HLDA1KK_4B6BKM_00_a262fc90-0a87-42eb-98c7-67773473fab9.jpg,https://cdn.shopify.com/s/files/1/0865/4408/9378/files/thum_T90_T90HLDA1KK_4B6BKM_00_a262fc90-0a87-42eb-98c7-67773473fab9.jpg,85520,gallery,no,,sidiz-t90-ergonomic-office-chair-double-raschel-mesh-black-01.jpg,"SIDIZ T90 ergonomic office chair in Double Raschel mesh, black — front view",,keep
10,thum_T90_T90HLDA1KK_L941AC_00_52baf25e-75d0-44a6-ab32-2d0e83d5ef96.jpg,https://cdn.shopify.com/s/files/1/0865/4408/9378/files/thum_T90_T90HLDA1KK_L941AC_00_52baf25e-75d0-44a6-ab32-2d0e83d5ef96.jpg,59321,gallery,no,,sidiz-t90-ergonomic-office-chair-thum-t90-t90hlda1kk-l941ac-00-52baf25e-75d0-44a6.jpg,SIDIZ T90 ergonomic office chair,,review — needs a human-written alt text
